"","subject","condition","distance","init","RT","side"
"1079",6,"congruent",3,281,1250,"left"
"1080",6,"incongruent",2,63,1328,"left"
"1081",6,"congruent",2,219,1469,"left"
"1082",6,"congruent",2,125,1235,"left"
"1083",6,"congruent",4,78,1140,"left"
"1084",6,"incongruent",3,156,1563,"left"
"1085",6,"congruent",1,31,1594,"left"
"1086",6,"incongruent",3,141,1438,"left"
"1087",6,"incongruent",2,63,1344,"left"
"1088",6,"incongruent",2,187,1343,"left"
"1089",6,"congruent",2,109,1406,"left"
"1090",6,"incongruent",1,125,1266,"left"
"1091",6,"congruent",4,234,968,"left"
"1092",6,"congruent",3,141,1219,"left"
"1093",6,"incongruent",1,172,1234,"left"
"1094",6,"incongruent",4,109,1515,"left"
"1095",6,"incongruent",4,140,1140,"left"
"1096",6,"congruent",1,188,1297,"left"
"1097",6,"congruent",4,218,1109,"left"
"1098",6,"congruent",1,141,1282,"left"
"1099",6,"incongruent",2,125,1203,"left"
"1100",6,"incongruent",3,141,1016,"left"
"1101",6,"congruent",4,62,1750,"left"
"1102",6,"congruent",3,156,1109,"left"
"1103",6,"congruent",2,78,1047,"left"
"1104",6,"congruent",1,31,1266,"left"
"1105",6,"incongruent",4,78,1297,"left"
"1106",6,"incongruent",2,94,1250,"left"
"1107",6,"incongruent",1,32,1485,"left"
"1108",6,"congruent",4,62,1172,"left"
"1109",6,"incongruent",4,62,1094,"left"
"1110",6,"incongruent",4,188,1141,"left"
"1111",6,"congruent",1,47,1266,"left"
"1112",6,"congruent",3,78,1360,"left"
"1113",6,"congruent",1,93,1797,"left"
"1114",6,"incongruent",3,94,1578,"left"
"1115",6,"incongruent",1,235,1735,"left"
"1116",6,"incongruent",3,63,1063,"left"
"1117",6,"congruent",4,188,1203,"left"
"1118",6,"incongruent",2,312,1234,"left"
"1119",6,"incongruent",1,94,1031,"left"
"1120",6,"congruent",2,281,1438,"left"
"1121",6,"congruent",2,203,1109,"left"
"1122",6,"congruent",3,125,1063,"left"
"1123",6,"congruent",1,250,1250,"left"
"1124",6,"congruent",1,93,1062,"left"
"1125",6,"incongruent",4,94,1250,"left"
"1126",6,"incongruent",1,156,1172,"left"
"1127",6,"congruent",3,78,1203,"left"
"1128",6,"congruent",4,93,1031,"left"
"1129",6,"incongruent",3,125,1125,"left"
"1130",6,"incongruent",1,172,938,"left"
"1131",6,"incongruent",2,235,1375,"left"
"1132",6,"congruent",3,328,1250,"left"
"1133",6,"incongruent",2,297,1250,"left"
"1134",6,"congruent",4,172,1234,"left"
"1135",6,"congruent",2,141,1391,"left"
"1136",6,"congruent",3,172,1297,"left"
"1137",6,"congruent",4,47,1390,"left"
"1138",6,"congruent",1,187,1125,"left"
"1139",6,"congruent",2,281,1125,"left"
"1140",6,"incongruent",4,172,1031,"left"
"1141",6,"congruent",2,266,1094,"left"
"1142",6,"incongruent",4,62,1234,"left"
"1143",6,"incongruent",3,187,1593,"left"
"1144",6,"incongruent",1,94,1453,"left"
"1145",6,"incongruent",2,63,1266,"left"
"1146",6,"incongruent",3,141,1000,"left"
"1147",7,"congruent",4,422,1172,"left"
"1148",7,"incongruent",2,359,1515,"left"
"1149",7,"congruent",2,266,1094,"left"
"1150",7,"congruent",3,281,1438,"left"
"1151",7,"incongruent",1,578,1766,"left"
"1152",7,"incongruent",2,141,1188,"left"
"1153",7,"incongruent",4,125,1344,"left"
"1154",7,"congruent",4,47,1360,"left"
"1155",7,"congruent",3,62,1406,"left"
"1156",7,"congruent",1,47,1437,"left"
"1157",7,"congruent",3,63,1406,"left"
"1158",7,"incongruent",3,78,1406,"left"
"1159",7,"incongruent",3,157,1407,"left"
"1160",7,"incongruent",3,93,1359,"left"
"1161",7,"incongruent",4,141,1141,"left"
"1162",7,"incongruent",1,78,1391,"left"
"1163",7,"incongruent",2,62,1344,"left"
"1164",7,"incongruent",1,141,1500,"left"
"1165",7,"congruent",2,515,1546,"left"
"1166",7,"congruent",1,46,1156,"left"
"1167",7,"congruent",4,141,1266,"left"
"1168",7,"congruent",1,31,1172,"left"
"1169",7,"congruent",2,47,1312,"left"
"1170",7,"incongruent",4,94,1437,"left"
