"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"81","81","425","425","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","93","93","93","93","93","93","0","93","0","0","0","93","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","13","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","533.0","169423","16938","NA","533","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","331253","343819","342788","344454","343818","343920","1858","322374","1862","304559","NA","343920","NA","Flanker Task","77","40039.0","94","1024"
"82","82","427","427","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","94","94","94","94","94","94","0","94","0","0","0","94","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","14","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","573.0","169423","16938","NA","573","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","345502","344466","346177","345500","345603","1858","322374","1862","304559","NA","345603","NA","Flanker Task","78","40612.0","95","1024"
"82","82","427","427","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","95","95","95","95","95","95","0","95","0","0","0","95","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","15","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","437.0","169423","16938","NA","437","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","347221","346180","347760","347220","347322","1858","322374","1862","304559","NA","347322","NA","Flanker Task","79","41049.0","96","1024"
"82","82","429","429","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","96","96","96","96","96","96","0","96","0","0","0","96","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","16","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","605.0","169423","16938","NA","605","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","348801","347762","349507","348799","348902","1858","322374","1862","304559","NA","348902","NA","Flanker Task","80","41654.0","97","1024"
"82","82","428","428","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","97","97","97","97","97","97","0","97","0","0","0","97","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","17","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","371.0","169423","16938","NA","371","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","331253","351052","350021","351525","351049","351153","1858","349520","1862","304559","NA","351153","NA","Flanker Task","81","42025.0","98","1024"
"82","82","428","428","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","98","98","98","98","98","98","0","98","0","0","0","98","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","18","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","430.0","169423","16938","NA","430","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","352577","351538","353109","352575","352678","1858","349520","1862","304559","NA","352678","NA","Flanker Task","82","42455.0","99","1024"
"83","83","428","428","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","99","99","99","99","99","99","0","99","0","0","0","99","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","19","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","391.0","169423","16938","NA","391","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","354154","353122","354647","354152","354255","1858","349520","1862","304559","NA","354255","NA","Flanker Task","83","42846.0","100","1024"
"83","83","428","428","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","100","100","100","100","100","100","0","100","0","0","0","100","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","20","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","402.0","169423","16938","NA","402","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","355685","354649","356189","355683","355786","1858","349520","1862","304559","NA","355786","NA","Flanker Task","84","43248.0","101","1024"
"83","83","427","427","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","101","101","101","101","101","101","0","101","0","0","0","101","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","21","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","398.0","169423","16938","NA","398","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","357227","356191","357727","357225","357328","1858","349520","1862","304559","NA","357328","NA","Flanker Task","85","43646.0","102","1024"
"83","83","427","427","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","102","102","102","102","102","102","0","102","0","0","0","102","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","22","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","339.0","169423","16938","NA","339","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","331253","358770","357740","359211","358768","358871","1858","349520","1862","304559","NA","358871","NA","Flanker Task","86","43985.0","103","1024"
"83","83","426","426","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","103","103","103","103","103","103","0","103","0","0","0","103","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","23","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","382.0","169423","16938","NA","382","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","360259","359223","360743","360258","360360","1858","349520","1862","304559","NA","360360","NA","Flanker Task","87","44367.0","104","1024"
"83","83","426","426","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","104","104","104","104","104","104","0","104","0","0","0","104","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","24","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","367.0","169423","16938","NA","367","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","331253","361782","360755","362252","361781","361884","1858","349520","1862","304559","NA","361884","NA","Flanker Task","88","44734.0","105","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","105","105","105","105","105","105","0","105","0","0","0","105","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","25","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","246.0","169423","16938","NA","246","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","331253","363306","362263","363655","363304","363407","1858","349520","1862","304559","NA","363408","NA","Flanker Task","88","44980.0","106","1024"
"83","83","424","424","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","106","106","106","106","106","106","0","106","0","0","0","106","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","26","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","397.0","169423","16938","NA","397","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","363662","365199","364163","365698","365194","365300","1858","349520","1862","304559","NA","365300","NA","Flanker Task","89","45377.0","107","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","107","107","107","107","107","107","0","107","0","0","0","107","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","27","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","409.0","169423","16938","NA","409","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","363662","366739","365710","367251","366737","366840","1858","349520","1862","304559","NA","366841","NA","Flanker Task","90","45786.0","108","1024"
"83","83","423","423","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","108","108","108","108","108","108","0","108","0","0","0","108","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","28","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","328.0","169423","16938","NA","328","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","363662","368299","367263","368729","368298","368400","1858","349520","1862","304559","NA","368400","NA","Flanker Task","91","46114.0","109","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","109","109","109","109","109","109","0","109","0","0","0","109","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","29","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","305.0","169423","16938","NA","305","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","363662","369775","368741","370181","369772","369876","1858","349520","1862","304559","NA","369876","NA","Flanker Task","91","46419.0","110","1024"
"81","81","420","420","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","110","110","110","110","110","110","0","110","0","0","0","110","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","30","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","271.0","169423","16938","NA","271","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","321499","NA","370193","371726","370694","372099","371725","371827","1858","349520","1862","304559","NA","371827","NA","Flanker Task","91","46690.0","111","1024"
"82","82","420","420","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","111","111","111","111","111","111","0","111","0","0","0","111","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","31","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","425.0","169423","16938","NA","425","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","321499","NA","372112","373639","372613","374167","373637","373741","1858","349520","1862","304559","NA","373741","NA","Flanker Task","92","47115.0","112","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","112","112","112","112","112","112","0","112","0","0","0","112","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","32","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","return","NA","s","NA","477.0","169423","16938","NA","477","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","321499","NA","372112","375216","374179","375795","375214","375317","1858","349520","1862","304559","NA","375317","NA","Flanker Task","93","47592.0","113","1024"
"82","82","421","421","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","113","113","113","113","113","113","0","113","0","0","0","113","0","Sun Sep 24 19:26:35 2023","600","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","33","79","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","return","NA","h","NA","411.0","169423","16938","NA","411","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","321499","NA","372112","376845","375807","377358","376843","376946","1858","349520","1862","304559","NA","376946","NA","Flanker Task","94","48003.0","114","1024"
